ID,EMPRESA,SETOR,USO_AGUA,AREA,AREA_RESERVA,CO2_EMIT_DIR,CO2_EMIT_INDIR,CO2_REC,INSUMO_QUIMICO_LEG,INSUMO_QUIMICO_ORG,BIODIVERSIDADE,RESIDUO_REC,RESIDUO_COMP,RESIDUO_DESC,ENERGIA_REN,INDICE_SUSTENTABILIDADE
537.0,EMPRESA00402,SOJA,4.46,1625.69,3.89,6.0,3.64,4.3,6.48,6.08,9.33,16.83,15.75,10.93,79.25,0.47
538.0,EMPRESA00228,MILHO,4.96,14149.05,9.17,5.65,3.75,3.81,3.15,5.6,12.21,31.28,36.88,17.67,97.68,0.71
539.0,EMPRESA00123,TRIGO,9.27,15152.89,3.83,8.59,9.41,8.38,7.66,6.29,15.12,23.56,35.31,8.41,54.46,0.63
540.0,EMPRESA00098,MILHO,3.34,4213.15,5.97,2.43,3.97,4.76,3.5,9.69,19.34,36.22,28.55,11.76,72.93,0.66
541.0,EMPRESA00488,SOJA,5.62,11351.36,7.45,8.51,9.9,3.23,9.92,7.25,3.07,18.0,36.96,9.86,10.48,0.47
542.0,EMPRESA00259,TRIGO,5.37,16508.19,4.79,5.79,9.15,9.86,8.85,2.76,19.65,26.69,38.19,6.02,31.7,0.65
543.0,EMPRESA00277,TRIGO,9.09,11127.38,2.09,8.89,3.78,13.58,1.36,3.64,11.96,28.82,32.13,5.89,82.47,0.65
544.0,EMPRESA00490,SOJA,9.63,21565.23,9.14,5.67,3.61,12.27,5.94,2.48,18.8,25.21,29.47,14.82,14.3,0.66
545.0,EMPRESA00418,TRIGO,6.46,3606.55,5.84,5.27,9.28,8.63,3.09,2.54,8.91,20.42,17.41,19.08,13.13,0.46
546.0,EMPRESA00412,MILHO,8.84,15437.74,9.61,4.39,8.34,2.11,9.6,2.25,2.47,26.91,28.27,17.24,45.61,0.53
547.0,EMPRESA00489,CANA_ACUCAR,8.27,19650.64,8.28,2.08,8.05,14.16,7.17,4.57,2.2,22.8,18.23,13.92,69.07,0.61
548.0,EMPRESA00278,SOJA,7.29,293.74,3.07,4.8,5.89,11.05,2.88,7.77,17.98,36.96,19.66,16.37,6.15,0.56
549.0,EMPRESA00003,TRIGO,7.92,11396.17,5.52,8.87,9.58,6.25,4.75,4.04,14.59,38.14,28.34,5.57,74.62,0.67
550.0,EMPRESA00102,CANA_ACUCAR,5.85,4559.7,1.83,6.94,5.14,3.53,7.0,1.42,3.32,16.01,17.07,7.98,33.82,0.32
551.0,EMPRESA00106,SOJA,4.14,24290.29,5.53,8.75,7.68,13.73,6.81,4.36,18.94,15.18,31.76,7.1,75.12,0.7
552.0,EMPRESA00436,SOJA,4.39,24095.23,4.47,9.47,8.34,4.02,6.58,7.22,2.9,26.2,26.86,16.97,12.4,0.43
553.0,EMPRESA00173,SOJA,9.3,13499.1,7.25,8.73,4.1,3.62,7.81,4.0,5.42,29.86,35.18,16.67,49.59,0.58
554.0,EMPRESA00449,CANA_ACUCAR,6.47,10019.58,1.28,7.15,7.01,9.49,2.13,9.51,7.1,37.56,36.77,18.78,98.41,0.65
555.0,EMPRESA00022,MILHO,3.35,3465.34,6.06,1.22,9.07,6.49,6.7,8.91,8.9,37.66,10.79,15.94,77.33,0.59
556.0,EMPRESA00168,SOJA,8.98,4042.13,8.66,8.46,4.35,3.34,4.93,2.74,16.2,26.01,19.12,6.33,39.37,0.56
557.0,EMPRESA00477,SOJA,6.32,9956.99,8.53,4.77,4.8,4.94,6.87,4.78,13.06,27.83,36.05,7.19,55.97,0.63
558.0,EMPRESA00132,CANA_ACUCAR,8.32,26923.31,6.15,2.99,3.68,14.8,2.06,7.28,16.36,37.73,37.99,12.94,11.65,0.68
559.0,EMPRESA00032,TRIGO,5.96,26985.28,5.41,2.53,7.61,6.93,1.63,1.62,9.4,18.36,23.18,6.16,14.84,0.42
560.0,EMPRESA00049,SOJA,7.24,8686.91,4.04,4.61,9.21,14.46,1.11,6.98,9.77,38.38,30.03,14.54,49.61,0.66
561.0,EMPRESA00101,SOJA,4.37,24967.17,4.83,6.64,9.06,13.35,6.14,1.17,5.69,13.44,28.85,5.89,97.95,0.6
562.0,EMPRESA00237,MILHO,3.33,21965.23,2.71,4.34,5.77,9.54,7.44,5.63,10.55,26.62,25.62,5.33,21.32,0.48
563.0,EMPRESA00036,MILHO,5.03,26823.86,2.83,4.24,2.04,11.55,1.97,2.84,14.66,25.54,25.49,8.48,28.4,0.51
564.0,EMPRESA00102,CANA_ACUCAR,4.21,7173.63,5.22,7.14,5.89,4.36,8.7,2.73,6.78,19.97,30.99,7.94,84.03,0.55
565.0,EMPRESA00115,CANA_ACUCAR,9.16,14227.6,5.37,8.14,6.68,12.65,9.03,9.17,11.32,33.34,32.45,8.73,80.38,0.73
566.0,EMPRESA00145,SOJA,5.51,24477.28,5.22,7.39,7.85,3.31,7.57,1.21,15.1,35.02,24.51,10.61,30.67,0.54
567.0,EMPRESA00395,MILHO,8.82,8620.17,8.64,3.46,2.3,12.42,3.77,7.63,15.18,28.65,15.69,8.47,24.69,0.6
568.0,EMPRESA00382,TRIGO,6.24,27746.94,2.83,8.87,2.12,8.54,3.02,5.21,19.91,29.99,26.97,11.55,83.96,0.66
569.0,EMPRESA00011,SOJA,5.86,193.3,8.15,9.35,9.4,13.87,6.41,9.52,7.28,27.82,20.43,18.73,85.12,0.72
570.0,EMPRESA00348,CANA_ACUCAR,7.7,18792.88,1.15,8.41,7.25,13.06,6.28,9.05,15.11,33.76,11.13,9.0,19.35,0.52
571.0,EMPRESA00353,SOJA,6.77,3738.36,4.91,7.28,4.09,7.18,9.93,7.65,18.49,32.64,27.4,5.15,18.8,0.59
572.0,EMPRESA00078,MILHO,8.4,5127.4,4.66,5.95,4.28,14.8,2.47,7.35,19.24,23.53,39.98,19.46,58.1,0.73
573.0,EMPRESA00239,CANA_ACUCAR,6.48,9989.71,6.76,4.9,9.87,8.17,1.1,8.24,17.28,21.52,19.99,19.14,39.01,0.59
574.0,EMPRESA00372,TRIGO,5.27,19561.01,7.38,5.64,6.51,3.67,3.51,2.28,12.24,27.39,23.51,16.77,73.61,0.59
575.0,EMPRESA00344,MILHO,3.67,1683.32,2.0,2.25,9.43,12.39,7.66,4.85,11.47,16.91,26.6,8.19,57.5,0.54
576.0,EMPRESA00287,TRIGO,7.66,23579.61,9.08,5.27,3.8,5.89,7.81,1.12,19.83,28.06,30.0,18.75,31.93,0.65
577.0,EMPRESA00090,SOJA,4.01,15683.84,5.88,2.07,8.21,4.67,7.68,6.84,15.21,19.6,12.95,9.6,15.86,0.45
578.0,EMPRESA00113,MILHO,7.62,12818.58,2.84,1.14,8.49,8.38,8.2,4.74,15.81,13.88,29.93,11.53,48.21,0.54
579.0,EMPRESA00234,MILHO,4.66,8925.19,5.01,2.43,7.46,6.08,7.2,9.61,6.03,30.31,14.86,18.21,66.25,0.53
580.0,EMPRESA00121,MILHO,4.54,2836.65,8.42,5.49,3.9,8.04,3.79,9.14,4.59,33.62,28.57,12.87,38.41,0.57
581.0,EMPRESA00361,SOJA,8.5,27968.85,8.9,5.05,4.03,5.81,8.07,5.16,6.9,15.95,34.84,5.52,37.72,0.54
582.0,EMPRESA00491,CANA_ACUCAR,4.46,9975.93,8.87,7.0,5.02,11.19,2.17,3.04,17.11,11.75,20.99,6.49,86.64,0.66
583.0,EMPRESA00221,CANA_ACUCAR,4.48,12450.03,7.3,6.84,4.17,9.94,9.33,2.91,10.97,37.85,30.5,8.28,8.56,0.59
584.0,EMPRESA00051,MILHO,7.82,554.04,4.7,6.04,9.82,4.42,7.42,5.78,13.11,28.64,11.47,6.49,80.33,0.56
585.0,EMPRESA00222,SOJA,9.33,6447.12,1.02,9.18,7.4,8.48,5.98,6.87,3.33,10.82,28.27,11.46,19.92,0.39
586.0,EMPRESA00189,SOJA,4.34,12867.35,3.05,4.83,5.53,8.52,9.97,7.62,4.38,21.5,39.23,6.0,86.7,0.58
587.0,EMPRESA00158,MILHO,7.99,7842.11,5.64,9.84,7.73,13.88,2.19,9.39,13.37,37.75,13.55,19.22,28.95,0.63
588.0,EMPRESA00491,SOJA,8.05,9777.71,2.06,7.62,4.43,11.93,7.21,8.54,12.84,19.8,31.59,11.55,51.44,0.59
589.0,EMPRESA00344,TRIGO,9.82,28993.46,6.84,3.78,4.5,6.0,8.4,4.95,19.26,13.15,25.37,7.26,24.44,0.54
590.0,EMPRESA00231,SOJA,8.22,4285.68,6.91,2.04,5.39,9.98,7.91,8.97,13.76,18.31,17.26,17.27,51.15,0.59
591.0,EMPRESA00193,MILHO,3.45,9841.5,8.29,4.64,9.04,3.93,1.32,3.8,7.34,18.29,32.52,17.91,27.68,0.49
592.0,EMPRESA00499,TRIGO,7.86,7670.83,6.42,7.06,3.98,14.59,6.7,8.78,12.29,35.61,20.69,13.25,85.45,0.74
593.0,EMPRESA00446,TRIGO,9.73,26777.46,4.92,9.93,9.27,3.21,2.1,4.36,13.87,35.32,22.86,9.77,47.3,0.57
594.0,EMPRESA00095,MILHO,8.67,16031.38,4.02,4.78,4.41,3.86,4.65,3.78,4.44,17.15,33.09,11.76,55.75,0.46
595.0,EMPRESA00231,MILHO,4.34,18185.15,5.24,8.83,2.29,8.39,4.26,8.11,10.71,32.23,13.68,16.28,87.48,0.61
596.0,EMPRESA00295,CANA_ACUCAR,5.09,8611.92,1.58,3.34,5.87,3.1,8.12,3.45,19.6,30.16,29.5,11.24,83.66,0.59
597.0,EMPRESA00036,MILHO,9.18,21713.08,7.22,2.6,5.15,12.96,2.3,8.25,18.56,26.54,25.33,17.52,20.27,0.64
598.0,EMPRESA00378,CANA_ACUCAR,5.18,11960.92,5.56,6.3,8.26,9.95,3.77,5.95,5.37,13.15,22.0,8.83,95.56,0.56
599.0,EMPRESA00241,MILHO,2.49,4294.39,8.88,1.56,7.05,11.48,8.62,7.21,7.53,38.96,18.49,12.38,48.3,0.63
600.0,EMPRESA00214,CANA_ACUCAR,7.37,3119.98,8.18,3.53,5.66,5.35,9.02,3.48,4.94,33.36,10.27,10.05,45.7,0.51
601.0,EMPRESA00153,MILHO,5.56,22312.02,9.46,4.47,6.56,7.94,9.28,5.99,13.22,29.81,23.9,11.49,66.97,0.68
602.0,EMPRESA00447,MILHO,5.25,24177.17,5.32,4.24,9.92,13.62,4.76,2.2,3.39,27.29,31.97,19.63,51.79,0.59
603.0,EMPRESA00292,MILHO,5.85,7056.01,5.73,1.85,7.79,4.17,3.79,6.24,17.24,36.27,10.32,8.6,86.55,0.6
604.0,EMPRESA00352,CANA_ACUCAR,7.78,11344.75,8.4,9.05,3.67,11.01,9.58,8.38,19.7,37.65,39.64,11.68,53.76,0.81
605.0,EMPRESA00404,TRIGO,5.63,26702.45,2.14,8.71,2.46,9.29,3.99,5.1,4.54,15.17,38.81,13.78,51.6,0.49
606.0,EMPRESA00441,CANA_ACUCAR,4.91,25285.46,4.61,3.0,4.18,10.23,8.52,6.22,8.71,22.07,27.45,13.75,57.84,0.56
607.0,EMPRESA00262,TRIGO,7.59,7898.73,2.62,3.51,5.51,12.69,8.62,9.52,8.84,33.48,20.17,7.76,95.62,0.65
608.0,EMPRESA00161,TRIGO,7.48,25654.38,5.22,2.73,6.54,8.39,7.9,5.06,4.58,11.47,35.13,14.35,56.44,0.52
609.0,EMPRESA00308,SOJA,6.68,5299.62,1.6,6.7,5.43,3.5,4.49,2.13,19.29,36.05,18.13,8.38,70.57,0.56
610.0,EMPRESA00034,CANA_ACUCAR,8.52,8914.19,4.44,2.28,8.34,3.49,2.22,5.2,14.2,15.75,16.92,11.09,39.46,0.44
611.0,EMPRESA00193,MILHO,6.47,25154.82,3.83,3.38,8.32,12.18,9.79,9.08,13.25,16.66,23.19,14.55,56.54,0.59
612.0,EMPRESA00364,TRIGO,5.1,23448.88,8.08,5.26,2.16,10.47,9.26,3.01,1.99,34.12,37.81,11.68,38.79,0.6
613.0,EMPRESA00273,TRIGO,8.28,15659.52,2.82,8.41,8.2,4.31,2.92,2.08,18.28,21.9,19.27,17.62,14.71,0.46
614.0,EMPRESA00012,SOJA,7.42,16611.38,2.89,8.77,9.12,11.46,8.27,7.43,8.24,30.71,37.01,5.87,98.12,0.7
615.0,EMPRESA00064,SOJA,8.59,25615.33,9.07,2.33,8.8,3.29,3.51,8.75,16.1,14.82,15.42,17.61,41.44,0.54
616.0,EMPRESA00137,TRIGO,6.73,23088.46,4.59,9.51,8.24,6.34,8.79,5.97,16.58,37.53,11.39,16.5,82.68,0.65
617.0,EMPRESA00213,SOJA,7.5,17530.48,6.16,5.7,6.5,13.18,5.93,7.33,7.93,27.65,14.67,8.43,97.27,0.65
618.0,EMPRESA00339,SOJA,6.1,16738.43,9.49,7.94,5.86,12.8,2.08,2.25,15.96,20.9,28.2,5.98,19.61,0.62
619.0,EMPRESA00252,TRIGO,8.94,9547.57,4.65,2.98,4.63,8.27,7.4,1.62,9.86,17.61,29.57,11.67,52.44,0.53
620.0,EMPRESA00493,MILHO,7.56,17523.41,2.34,6.95,9.14,7.41,5.16,3.05,16.06,10.68,33.84,9.23,82.23,0.58
621.0,EMPRESA00474,MILHO,2.41,20751.78,4.37,7.58,8.94,2.74,6.28,3.58,16.34,12.86,36.7,6.39,20.44,0.48
622.0,EMPRESA00258,SOJA,7.86,17322.54,7.91,3.1,3.16,3.12,6.15,3.12,17.05,16.47,15.44,16.34,12.71,0.46
623.0,EMPRESA00407,MILHO,9.5,8830.55,4.8,8.45,8.13,5.52,6.7,9.28,19.33,14.06,14.07,8.45,73.59,0.58
624.0,EMPRESA00067,SOJA,8.5,22090.64,9.39,5.21,3.88,8.51,9.96,5.92,14.66,23.49,29.75,5.15,7.34,0.59
625.0,EMPRESA00153,MILHO,8.99,5030.41,6.15,5.84,6.11,10.44,4.19,2.55,13.53,17.9,22.74,13.45,84.25,0.63
626.0,EMPRESA00117,SOJA,7.69,13821.08,5.78,7.31,9.48,12.6,6.27,7.47,17.9,13.83,39.83,12.39,73.78,0.73
627.0,EMPRESA00071,SOJA,7.64,22018.68,8.06,2.32,5.98,7.93,4.53,5.62,3.82,25.89,16.23,13.39,93.09,0.58
628.0,EMPRESA00391,MILHO,2.58,17599.51,4.82,5.8,6.16,8.86,4.56,1.43,14.72,29.43,10.15,8.6,34.42,0.5
629.0,EMPRESA00348,MILHO,6.21,299.9,5.83,8.42,8.38,6.88,4.45,6.3,5.0,30.82,15.31,9.9,58.32,0.52
630.0,EMPRESA00476,MILHO,8.62,12405.48,3.88,6.4,6.46,12.54,5.23,1.09,17.15,37.99,39.47,17.31,75.21,0.76
631.0,EMPRESA00000,TRIGO,8.91,16097.63,9.28,8.76,2.15,9.37,8.8,8.87,3.92,15.8,27.71,15.29,29.26,0.55
632.0,EMPRESA00057,CANA_ACUCAR,8.09,3834.94,7.28,6.64,8.87,6.59,9.05,3.59,10.09,34.29,10.97,15.14,58.86,0.59
633.0,EMPRESA00049,CANA_ACUCAR,4.31,16396.0,9.78,3.26,5.65,10.64,7.21,6.05,4.09,29.19,25.36,12.05,49.4,0.61
634.0,EMPRESA00080,TRIGO,9.53,29205.12,4.69,9.25,7.65,10.8,1.34,4.9,2.7,12.97,17.52,12.68,83.36,0.52
635.0,EMPRESA00188,SOJA,4.56,11423.47,5.52,6.27,7.12,14.54,9.08,1.47,19.84,13.8,25.94,16.52,80.41,0.7
636.0,EMPRESA00277,MILHO,5.97,10735.79,1.8,8.0,7.75,11.58,8.08,8.18,11.1,28.95,28.44,17.69,37.37,0.58
637.0,EMPRESA00446,SOJA,9.36,5207.51,9.66,8.76,6.92,4.51,5.33,9.28,18.06,18.41,38.71,16.95,33.44,0.67
638.0,EMPRESA00263,MILHO,3.5,18177.19,6.88,3.59,5.01,6.93,6.26,5.05,2.3,35.43,25.07,5.89,58.71,0.54
639.0,EMPRESA00339,MILHO,6.01,2593.63,4.65,9.05,3.92,4.49,2.92,5.13,12.34,32.36,38.11,18.47,81.31,0.65
640.0,EMPRESA00357,TRIGO,9.52,10565.53,7.97,8.97,4.21,11.11,9.08,9.46,4.39,14.17,13.31,12.62,68.7,0.57
641.0,EMPRESA00004,MILHO,7.3,15129.18,5.72,9.91,9.94,3.53,2.51,2.75,2.43,20.03,27.97,9.14,87.63,0.52
642.0,EMPRESA00053,MILHO,4.06,10395.68,5.53,8.32,7.16,8.86,7.24,9.56,3.57,29.1,38.98,11.46,65.95,0.62
643.0,EMPRESA00359,SOJA,6.62,4307.5,5.18,3.6,9.9,14.38,6.29,4.45,14.48,15.42,12.64,15.45,38.05,0.55
644.0,EMPRESA00250,SOJA,5.29,19821.03,4.47,6.15,6.31,14.8,9.02,1.72,14.89,39.34,13.61,15.14,61.35,0.67
645.0,EMPRESA00350,MILHO,2.49,1710.17,7.73,1.35,6.92,4.48,9.79,2.44,11.49,26.4,19.58,12.46,40.46,0.52
646.0,EMPRESA00154,MILHO,6.66,6910.89,6.13,9.05,8.74,3.16,2.6,3.56,13.94,37.28,18.81,9.77,89.2,0.63
647.0,EMPRESA00202,SOJA,5.52,2191.06,8.57,2.3,3.48,13.62,6.92,8.35,15.27,29.78,35.76,6.88,61.94,0.74
648.0,EMPRESA00185,TRIGO,7.53,16100.89,2.15,2.58,7.2,8.86,6.18,5.85,6.23,38.09,35.76,15.79,71.81,0.61
649.0,EMPRESA00206,TRIGO,9.97,2540.72,7.21,5.73,8.98,9.86,9.93,1.42,13.02,34.01,38.42,17.52,83.09,0.77
650.0,EMPRESA00176,MILHO,4.09,23615.83,3.68,1.5,3.15,11.94,8.69,6.92,5.21,15.8,11.45,10.23,89.46,0.5
651.0,EMPRESA00465,MILHO,5.43,11535.1,2.67,1.59,3.03,12.33,8.81,2.25,3.85,19.34,27.25,15.64,54.02,0.49
652.0,EMPRESA00013,CANA_ACUCAR,5.35,16084.63,1.99,2.24,4.78,3.89,8.98,9.11,10.75,39.99,22.77,13.44,80.66,0.56
653.0,EMPRESA00487,TRIGO,7.11,9626.08,6.13,9.32,3.43,7.51,8.55,6.03,7.53,14.81,25.2,14.12,15.1,0.47
654.0,EMPRESA00051,CANA_ACUCAR,6.88,26369.05,7.93,5.76,9.22,8.04,1.64,9.65,1.61,28.93,28.73,15.73,34.85,0.55
655.0,EMPRESA00166,MILHO,8.94,4174.98,4.69,7.78,2.12,6.99,2.42,8.55,15.32,31.4,20.31,18.83,21.31,0.54
656.0,EMPRESA00027,TRIGO,6.24,5785.48,4.96,4.87,8.77,8.6,4.48,5.55,15.94,36.19,30.8,18.05,63.08,0.68
657.0,EMPRESA00144,CANA_ACUCAR,4.29,16543.11,2.24,6.12,5.95,7.57,6.34,1.76,1.5,18.05,29.3,18.27,79.19,0.48
658.0,EMPRESA00104,MILHO,5.72,7458.28,9.08,9.36,5.3,10.11,2.35,5.99,8.68,22.13,28.42,19.02,26.47,0.58
659.0,EMPRESA00358,TRIGO,9.51,13631.71,5.36,9.7,2.67,3.93,5.03,4.28,5.3,31.35,23.09,5.53,50.97,0.5
660.0,EMPRESA00287,SOJA,8.67,14933.76,7.1,9.58,6.32,7.2,5.02,6.6,4.34,32.77,24.53,10.82,30.23,0.54
661.0,EMPRESA00387,MILHO,2.17,4114.42,9.05,5.28,8.55,2.34,8.45,3.31,17.62,26.81,39.19,14.59,73.8,0.69
662.0,EMPRESA00403,TRIGO,5.84,28351.66,4.82,7.97,2.87,9.95,3.1,7.22,13.16,20.85,34.14,9.52,21.86,0.55
663.0,EMPRESA00049,SOJA,7.72,22189.82,2.3,6.11,6.02,6.19,9.12,7.81,11.58,22.6,38.07,16.25,29.75,0.53
664.0,EMPRESA00227,CANA_ACUCAR,4.45,1259.67,4.3,8.66,3.4,5.13,1.73,9.39,11.0,35.56,13.81,11.76,84.44,0.56
665.0,EMPRESA00349,CANA_ACUCAR,4.43,24308.62,6.16,6.28,6.46,12.94,4.02,4.92,5.76,34.61,36.26,18.83,50.68,0.65
666.0,EMPRESA00028,SOJA,9.75,15608.08,8.11,8.37,4.79,7.68,5.37,3.06,2.25,29.16,38.82,7.48,23.38,0.55
667.0,EMPRESA00066,TRIGO,9.87,27692.84,5.26,2.48,8.96,7.63,6.29,4.38,3.91,37.13,25.03,17.59,93.06,0.63
668.0,EMPRESA00374,CANA_ACUCAR,5.54,2784.92,1.16,2.52,9.58,11.23,2.16,1.69,1.92,25.79,18.44,6.83,42.36,0.4
669.0,EMPRESA00044,MILHO,9.42,2327.63,1.99,3.69,9.18,13.19,2.18,8.25,18.65,30.34,26.87,9.09,46.86,0.64
670.0,EMPRESA00171,CANA_ACUCAR,7.43,26498.51,7.13,9.81,3.74,3.14,3.89,5.03,18.46,22.05,26.69,11.64,98.61,0.67
671.0,EMPRESA00267,MILHO,6.66,22901.11,1.84,9.53,2.61,11.01,5.83,2.85,19.64,23.71,37.88,19.4,70.56,0.67
672.0,EMPRESA00084,MILHO,9.4,4670.68,9.65,1.04,5.46,7.03,8.15,2.37,12.69,20.57,32.25,14.79,46.49,0.62
673.0,EMPRESA00360,SOJA,5.75,8846.16,4.55,9.07,9.21,9.38,8.36,5.69,4.77,31.46,13.02,10.07,53.33,0.53
674.0,EMPRESA00345,TRIGO,9.56,15539.88,9.48,5.86,9.14,8.04,6.1,1.31,19.84,17.48,18.22,5.26,43.88,0.61
675.0,EMPRESA00070,SOJA,6.14,29941.36,9.12,6.07,5.15,4.52,9.86,6.77,11.17,29.34,32.37,7.84,49.35,0.63
676.0,EMPRESA00282,CANA_ACUCAR,5.61,19066.68,8.92,8.48,8.21,7.69,5.67,2.41,8.89,18.08,21.89,11.58,30.38,0.54
677.0,EMPRESA00238,MILHO,3.63,17307.79,8.75,1.05,7.66,6.45,6.23,8.6,1.86,21.92,16.15,11.47,70.79,0.52
678.0,EMPRESA00254,MILHO,7.48,23886.83,9.19,7.01,5.02,12.34,9.28,9.68,15.26,26.7,35.76,8.48,91.21,0.81
679.0,EMPRESA00488,MILHO,7.22,22644.06,4.25,8.97,4.66,5.27,7.59,8.47,6.89,31.81,26.1,8.16,21.0,0.49
680.0,EMPRESA00020,TRIGO,6.5,7578.94,2.36,8.15,8.91,10.76,6.63,6.54,18.05,35.12,35.77,11.75,22.74,0.64
681.0,EMPRESA00133,CANA_ACUCAR,8.33,15474.78,3.02,3.65,3.92,8.87,5.63,4.59,14.7,10.71,16.75,6.37,5.72,0.39
682.0,EMPRESA00311,MILHO,9.79,14548.28,6.87,8.03,8.96,9.52,8.27,1.69,4.68,12.36,20.78,16.36,36.13,0.5
683.0,EMPRESA00380,SOJA,6.05,14948.39,3.21,5.83,6.85,9.94,9.53,9.77,13.22,34.95,30.5,8.1,96.74,0.71
684.0,EMPRESA00050,SOJA,4.55,15197.44,7.65,6.86,5.7,4.25,3.34,6.38,2.86,22.99,19.6,5.56,52.95,0.47
685.0,EMPRESA00497,CANA_ACUCAR,9.48,18361.6,9.92,4.47,3.95,7.41,9.34,2.5,4.89,39.65,30.24,14.43,88.65,0.72
686.0,EMPRESA00084,SOJA,7.61,1266.81,9.26,7.67,8.46,9.35,8.43,8.0,6.09,28.17,10.46,10.88,99.62,0.66
687.0,EMPRESA00122,CANA_ACUCAR,8.11,5781.01,7.43,3.98,8.08,3.28,8.15,1.43,6.6,26.76,39.04,7.37,86.99,0.63
688.0,EMPRESA00185,MILHO,7.86,13728.91,3.85,2.95,8.26,4.96,5.36,2.73,4.11,12.95,15.98,8.88,36.33,0.36
689.0,EMPRESA00346,SOJA,6.81,245.1,8.93,6.11,7.97,12.12,8.94,9.5,14.69,37.74,25.59,19.24,8.87,0.68
690.0,EMPRESA00065,CANA_ACUCAR,5.66,9055.28,3.04,7.16,8.5,4.25,6.9,4.9,16.45,37.04,39.61,12.36,92.94,0.69
691.0,EMPRESA00255,TRIGO,7.94,7157.18,7.26,4.62,3.37,3.0,5.18,7.25,5.99,12.23,21.42,18.91,37.0,0.44
692.0,EMPRESA00469,MILHO,6.88,27109.37,4.54,7.35,7.05,11.78,5.8,1.03,16.93,17.93,37.3,8.38,21.89,0.59
693.0,EMPRESA00157,TRIGO,6.78,10730.25,4.2,2.44,4.72,13.92,4.04,4.16,13.0,21.79,29.17,10.73,18.84,0.54
694.0,EMPRESA00167,MILHO,5.73,21216.16,1.11,9.17,2.88,3.93,9.31,3.72,17.24,30.39,37.98,8.39,21.4,0.52
695.0,EMPRESA00310,CANA_ACUCAR,8.93,12284.88,9.23,4.42,6.38,8.01,5.14,2.77,17.86,10.82,26.99,16.05,75.77,0.67
696.0,EMPRESA00448,TRIGO,8.65,15261.48,2.56,5.19,9.13,11.93,5.59,9.42,1.29,24.26,27.16,16.62,6.19,0.45
697.0,EMPRESA00249,TRIGO,7.82,23158.98,8.94,5.61,3.57,6.67,8.18,7.6,10.02,11.02,26.16,8.97,93.3,0.62
698.0,EMPRESA00416,SOJA,9.1,9884.44,1.51,8.09,5.6,11.63,5.68,1.36,1.48,20.22,34.13,14.82,76.92,0.54
699.0,EMPRESA00282,SOJA,6.03,7273.59,3.28,2.87,6.27,3.22,6.57,8.62,12.88,36.7,10.33,15.84,9.21,0.43
700.0,EMPRESA00400,MILHO,9.35,6542.9,1.97,3.74,8.6,14.4,9.75,7.55,10.75,19.86,11.09,14.43,84.98,0.59
701.0,EMPRESA00138,TRIGO,6.37,3768.31,4.55,9.21,3.73,10.15,8.74,1.41,7.7,17.24,28.02,5.88,20.02,0.47
702.0,EMPRESA00015,SOJA,8.59,16968.79,6.03,8.12,5.95,3.18,8.53,7.33,18.97,24.51,31.02,5.45,89.07,0.68
703.0,EMPRESA00291,SOJA,4.61,26847.65,3.3,5.37,5.5,6.07,1.15,4.81,11.14,11.44,31.47,14.09,23.17,0.43
704.0,EMPRESA00012,SOJA,8.46,11460.73,5.71,8.27,7.64,11.63,3.66,1.16,15.17,27.16,14.11,13.8,55.87,0.61
705.0,EMPRESA00394,MILHO,6.37,29565.19,1.79,9.95,7.55,6.31,3.08,8.06,8.83,34.54,24.45,16.62,42.95,0.52
706.0,EMPRESA00483,MILHO,3.64,10523.42,7.99,4.49,9.16,6.78,9.54,4.45,19.86,31.86,30.68,12.76,67.97,0.72
707.0,EMPRESA00143,SOJA,9.32,16523.22,9.51,9.63,6.36,9.62,6.73,9.46,7.74,33.6,21.45,19.84,97.23,0.75
708.0,EMPRESA00321,MILHO,6.99,28843.69,5.33,3.06,6.75,5.74,7.38,4.18,7.26,13.23,30.63,12.55,30.52,0.46
709.0,EMPRESA00218,TRIGO,7.71,8020.26,5.43,6.49,4.97,2.78,7.46,6.39,13.72,11.39,17.01,17.86,34.18,0.45
710.0,EMPRESA00165,MILHO,7.31,175.76,4.21,9.7,2.1,3.3,7.66,1.54,11.42,29.23,26.93,18.19,81.35,0.58
711.0,EMPRESA00341,MILHO,2.07,6701.38,8.1,2.23,5.72,14.7,3.91,9.74,4.16,20.62,36.51,13.27,87.89,0.68
712.0,EMPRESA00027,SOJA,5.93,5916.65,8.41,2.46,8.23,14.32,5.68,1.42,12.12,36.07,23.02,13.21,75.72,0.72
713.0,EMPRESA00451,MILHO,2.21,1266.04,3.45,6.53,5.37,3.07,6.06,7.36,9.35,14.56,22.81,5.4,22.26,0.38
714.0,EMPRESA00027,SOJA,8.17,19781.28,9.42,9.14,6.96,5.68,9.97,7.48,1.98,36.05,26.02,12.77,58.0,0.62
715.0,EMPRESA00081,TRIGO,9.97,22980.33,1.14,9.98,6.47,5.79,1.47,1.3,15.86,21.23,16.29,10.83,24.71,0.43
716.0,EMPRESA00036,SOJA,5.6,9289.41,8.41,8.3,4.14,10.95,1.12,4.43,3.92,14.39,15.77,14.94,91.11,0.57
717.0,EMPRESA00154,SOJA,9.28,14846.18,8.57,6.09,9.1,13.98,3.56,3.04,14.87,38.15,31.17,11.31,60.47,0.77
